row_id,row_type,bone,cube_id,cube_index,parent_bone,Mustang origin,Mustang size,Mustang inflate,Mustang pivot,Mustang rotation,Ardennes origin,Ardennes size,Ardennes inflate,Ardennes pivot,Ardennes rotation,Kladruber origin,Kladruber size,Kladruber inflate,Kladruber pivot,Kladruber rotation,Fjord origin,Fjord size,Fjord inflate,Fjord pivot,Fjord rotation,Thoroughbred origin,Thoroughbred size,Thoroughbred inflate,Thoroughbred pivot,Thoroughbred rotation,Friesian origin,Friesian size,Friesian inflate,Friesian pivot,Friesian rotation,Irish Cob origin,Irish Cob size,Irish Cob inflate,Irish Cob pivot,Irish Cob rotation,American Quarter origin,American Quarter size,American Quarter inflate,American Quarter pivot,American Quarter rotation,Percheron origin,Percheron size,Percheron inflate,Percheron pivot,Percheron rotation,Selle Francais origin,Selle Francais size,Selle Francais inflate,Selle Francais pivot,Selle Francais rotation,Marwari origin,Marwari size,Marwari inflate,Marwari pivot,Marwari rotation,Mongolian origin,Mongolian size,Mongolian inflate,Mongolian pivot,Mongolian rotation,Shire origin,Shire size,Shire inflate,Shire pivot,Shire rotation,Akhal-Teke origin,Akhal-Teke size,Akhal-Teke inflate,Akhal-Teke pivot,Akhal-Teke rotation,American Soldier origin,American Soldier size,American Soldier inflate,American Soldier pivot,American Soldier rotation,Welsh origin,Welsh size,Welsh inflate,Welsh pivot,Welsh rotation,Connemara origin,Connemara size,Connemara inflate,Connemara pivot,Connemara rotation,Haflinger origin,Haflinger size,Haflinger inflate,Haflinger pivot,Haflinger rotation,Oldenburger origin,Oldenburger size,Oldenburger inflate,Oldenburger pivot,Oldenburger rotation,Shetland origin,Shetland size,Shetland inflate,Shetland pivot,Shetland rotation,Standardbred origin,Standardbred size,Standardbred inflate,Standardbred pivot,Standardbred rotation,Trakehner origin,Trakehner size,Trakehner inflate,Trakehner pivot,Trakehner rotation,Boulonnais origin,Boulonnais size,Boulonnais inflate,Boulonnais pivot,Boulonnais rotation
right_c1,cube,right,right_c1,1,right,"[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[3.52874, 22.36032, -35.22528]","[0.00619, 3.22451, 16.20332]",0.01,"[-0.65501, 24.69809, -35.13089]","[22.5, 0, 0]","[3.10519, 18.72, -30.034]","[0.00303, 2.83397, 14.25051]",0.01,"[-0.57617, 20.77517, -29.95217]","[22.5, 0, 0]","[3.5939, 22.77421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[-0.66714, 25.15546, -35.78146]","[22.5, 0, 0]","[3.5939, 23.87421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[-0.66714, 26.25546, -35.78146]","[22.5, 0, 0]","[3.26809, 19.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 21.8686, -32.5286]","[22.5, 0, 0]","[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[3.90993, 24.7816, -39.04244]","[0.00903, 3.57601, 17.96085]",0.01,"[-0.72597, 27.37372, -38.93674]","[22.5, 0, 0]","[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[2.94228, 17.73527, -27.55273]","[0.00183, 2.68376, 13.49943]",0.01,"[-0.54584, 19.68174, -27.47574]","[22.5, 0, 0]","[3.91971, 26.04369, -39.14031]","[0.0091, 3.58501, 18.00591]",0.01,"[-0.72779, 28.64232, -39.03432]","[22.5, 0, 0]","[3.4147, 21.636, -34.0834]","[0.00534, 3.11937, 15.67756]",0.01,"[-0.63378, 23.89769, -33.99239]","[22.5, 0, 0]","[3.91971, 23.84369, -39.14031]","[0.0091, 3.58501, 18.00591]",0.01,"[-0.72779, 26.44232, -39.03432]","[22.5, 0, 0]","[2.61647, 15.56579, -26.09021]","[-0.0006, 2.38335, 11.99727]",0.01,"[-0.48519, 17.29488, -26.02288]","[22.5, 0, 0]","[2.61647, 16.56579, -26.09021]","[-0.0006, 2.38334, 11.99727]",0.01,"[-0.48519, 18.29488, -26.02288]","[22.5, 0, 0]","[3.10519, 19.67, -30.984]","[0.00304, 2.83397, 14.25051]",0.01,"[-0.57617, 21.72517, -30.90217]","[22.5, 0, 0]","[3.43099, 21.73948, -34.24652]","[0.00546, 3.13439, 15.75267]",0.01,"[-0.63681, 24.01203, -34.15503]","[22.5, 0, 0]","[2.20921, 12.71895, -21.33705]","[-0.00364, 2.00782, 10.11957]",0.01,"[-0.40938, 14.1763, -21.2818]","[22.5, 0, 0]","[3.26809, 21.30474, -32.81526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 23.4686, -32.7286]","[22.5, 0, 0]","[3.26809, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[-0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[3.5939, 21.77421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[-0.66714, 24.15546, -35.78146]","[22.5, 0, 0]"
bone3,bone,bone3,,,right,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[3.53183, 29.5905, -19.54869]",,,,,"[3.1067, 25.07868, -16.24561]",,,,,"[3.59723, 30.13847, -19.9107]",,,,,"[3.59723, 31.23847, -19.9107]",,,,,"[3.27021, 26.39861, -18.10064]",,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[3.91444, 32.79614, -21.66647]",,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[2.94319, 23.75875, -14.49058]",,,,,"[3.92425, 34.07833, -21.72077]",,,,,"[3.41737, 28.63155, -18.91516]",,,,,"[3.92425, 31.87833, -21.72077]",,,,,"[2.61617, 20.91889, -14.48051]",,,,,"[2.61617, 21.91889, -14.48051]",,,,,"[3.1067, 26.02868, -17.19561]",,,,,"[3.43372, 28.76854, -19.00567]",,,,,"[2.20739, 17.23406, -11.54293]",,,,,"[3.27021, 27.99861, -18.30064]",,,,,"[3.27021, 27.39861, -18.10064]",,,,,"[3.59723, 29.13847, -19.9107]",
bone3_c1,cube,bone3,bone3_c1,1,bone3,"[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[3.52874, 29.52802, -20.75663]","[0.00619, 3.22453, 15.04697]",0.01,"[-0.65501, 31.74825, -18.40752]","[27.5, 0, 0]","[3.10519, 25.02493, -17.30694]","[0.00303, 2.83398, 13.23335]",0.01,"[-0.57617, 26.9767, -15.2418]","[27.5, 0, 0]","[3.5939, 30.07465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[-0.66714, 32.33618, -18.7484]","[27.5, 0, 0]","[3.5939, 31.17465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[-0.66714, 33.43618, -18.7484]","[27.5, 0, 0]","[3.26809, 26.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 28.39653, -17.044]","[27.5, 0, 0]","[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[3.90993, 32.72581, -23.00634]","[0.00903, 3.57601, 16.67922]",0.01,"[-0.72597, 35.18765, -20.40167]","[27.5, 0, 0]","[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[2.94228, 23.70835, -15.49552]","[0.00183, 2.68377, 12.53581]",0.01,"[-0.54584, 25.55688, -13.5396]","[27.5, 0, 0]","[3.91971, 34.0078, -23.06403]","[0.0091, 3.58503, 16.72108]",0.01,"[-0.72779, 36.47584, -20.4528]","[27.5, 0, 0]","[3.4147, 28.57142, -20.08364]","[0.00534, 3.11938, 14.55869]",0.01,"[-0.63378, 30.71937, -17.81098]","[27.5, 0, 0]","[3.91971, 31.8078, -23.06403]","[0.0091, 3.58503, 16.72108]",0.01,"[-0.72779, 34.27584, -20.4528]","[27.5, 0, 0]","[2.61647, 20.8752, -15.37269]","[-0.0006, 2.38335, 11.14072]",0.01,"[-0.48519, 22.51722, -13.6352]","[27.5, 0, 0]","[2.61647, 21.8752, -15.37269]","[-0.0006, 2.38335, 11.14072]",0.01,"[-0.48519, 23.51722, -13.6352]","[27.5, 0, 0]","[3.10519, 25.97493, -18.25694]","[0.00304, 2.83398, 13.23336]",0.01,"[-0.57617, 27.9267, -16.1918]","[27.5, 0, 0]","[3.43099, 28.70808, -20.17978]","[0.00546, 3.1344, 14.62845]",0.01,"[-0.63681, 30.86636, -17.8962]","[27.5, 0, 0]","[2.20921, 17.19876, -12.29414]","[-0.00364, 2.00784, 9.39686]",0.01,"[-0.40938, 18.58266, -10.8297]","[27.5, 0, 0]","[3.26809, 27.9415, -19.41836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.99653, -17.244]","[27.5, 0, 0]","[3.26809, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[-0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[3.5939, 29.07465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[-0.66714, 31.33618, -18.7484]","[27.5, 0, 0]"
left,bone,left,,,reins,,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.53183, 25.08819, -35.47098]","[-2.5, 0, 0]",,,,"[-3.1067, 21.11832, -30.25132]","[-2.5, 0, 0]",,,,"[-3.59723, 25.55279, -36.12785]","[-2.5, 0, 0]",,,,"[-3.59723, 26.65279, -36.12785]","[-2.5, 0, 0]",,,,"[-3.27021, 22.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.91444, 27.80608, -39.31367]","[-2.5, 0, 0]",,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-2.94319, 20.00683, -27.75915]","[-2.5, 0, 0]",,,,"[-3.92425, 29.07577, -39.4122]","[-2.5, 0, 0]",,,,"[-3.41737, 24.27515, -34.32146]","[-2.5, 0, 0]",,,,"[-3.92425, 26.87577, -39.4122]","[-2.5, 0, 0]",,,,"[-2.61617, 17.58385, -26.2748]","[-2.5, 0, 0]",,,,"[-2.61617, 18.58385, -26.2748]","[-2.5, 0, 0]",,,,"[-3.1067, 22.06832, -31.20132]","[-2.5, 0, 0]",,,,"[-3.43372, 24.3913, -34.48567]","[-2.5, 0, 0]",,,,"[-2.20739, 14.42012, -21.49436]","[-2.5, 0, 0]",,,,"[-3.27021, 23.82981, -33.0435]","[-2.5, 0, 0]",,,,"[-3.27021, 23.22981, -32.8435]","[-2.5, 0, 0]",,,,"[-3.59723, 24.55279, -36.12785]","[-2.5, 0, 0]"
left_c1,cube,left,left_c1,1,left,"[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-3.53493, 22.36032, -35.22528]","[0.00619, 3.22451, 16.20332]",0.01,"[0.65501, 24.69809, -35.13089]","[22.5, 0, 0]","[-3.10822, 18.72, -30.034]","[0.00303, 2.83397, 14.25051]",0.01,"[0.57617, 20.77517, -29.95217]","[22.5, 0, 0]","[-3.60057, 22.77421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[0.66714, 25.15546, -35.78146]","[22.5, 0, 0]","[-3.60057, 23.87421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[0.66714, 26.25546, -35.78146]","[22.5, 0, 0]","[-3.27234, 19.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 21.8686, -32.5286]","[22.5, 0, 0]","[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-3.91896, 24.7816, -39.04244]","[0.00903, 3.57601, 17.96085]",0.01,"[0.72597, 27.37372, -38.93674]","[22.5, 0, 0]","[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-2.94411, 17.73527, -27.55273]","[0.00183, 2.68376, 13.49943]",0.01,"[0.54584, 19.68174, -27.47574]","[22.5, 0, 0]","[-3.92881, 26.04369, -39.14031]","[0.0091, 3.58501, 18.00591]",0.01,"[0.72779, 28.64232, -39.03432]","[22.5, 0, 0]","[-3.42004, 21.636, -34.0834]","[0.00533, 3.11937, 15.67756]",0.01,"[0.63378, 23.89769, -33.99239]","[22.5, 0, 0]","[-3.92881, 23.84369, -39.14031]","[0.0091, 3.58501, 18.00591]",0.01,"[0.72779, 26.44232, -39.03432]","[22.5, 0, 0]","[-2.61587, 15.56579, -26.09021]","[-0.0006, 2.38335, 11.99727]",0.01,"[0.48519, 17.29488, -26.02288]","[22.5, 0, 0]","[-2.61587, 16.56579, -26.09021]","[-0.0006, 2.38334, 11.99727]",0.01,"[0.48519, 18.29488, -26.02288]","[22.5, 0, 0]","[-3.10822, 19.67, -30.984]","[0.00304, 2.83397, 14.25051]",0.01,"[0.57617, 21.72517, -30.90217]","[22.5, 0, 0]","[-3.43646, 21.73948, -34.24652]","[0.00546, 3.13439, 15.75267]",0.01,"[0.63681, 24.01203, -34.15503]","[22.5, 0, 0]","[-2.20558, 12.71895, -21.33705]","[-0.00363, 2.00782, 10.11957]",0.01,"[0.40938, 14.1763, -21.2818]","[22.5, 0, 0]","[-3.27234, 21.30474, -32.81526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 23.4686, -32.7286]","[22.5, 0, 0]","[-3.27234, 20.70474, -32.61526]","[0.00425, 2.98418, 15.00159]",0.01,"[0.60649, 22.8686, -32.5286]","[22.5, 0, 0]","[-3.60057, 21.77421, -35.87779]","[0.00667, 3.2846, 16.50375]",0.01,"[0.66714, 24.15546, -35.78146]","[22.5, 0, 0]"
bone2,bone,bone2,,,left,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-3.53183, 29.5905, -19.54869]",,,,,"[-3.1067, 25.07868, -16.24561]",,,,,"[-3.59723, 30.13847, -19.9107]",,,,,"[-3.59723, 31.23847, -19.9107]",,,,,"[-3.27021, 26.39861, -18.10064]",,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-3.91444, 32.79614, -21.66647]",,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-2.94319, 23.75875, -14.49058]",,,,,"[-3.92425, 34.07833, -21.72077]",,,,,"[-3.41737, 28.63155, -18.91516]",,,,,"[-3.92425, 31.87833, -21.72077]",,,,,"[-2.61617, 20.91889, -14.48051]",,,,,"[-2.61617, 21.91889, -14.48051]",,,,,"[-3.1067, 26.02868, -17.19561]",,,,,"[-3.43372, 28.76854, -19.00567]",,,,,"[-2.20739, 17.23406, -11.54293]",,,,,"[-3.27021, 27.99861, -18.30064]",,,,,"[-3.27021, 27.39861, -18.10064]",,,,,"[-3.59723, 29.13847, -19.9107]",
bone2_c1,cube,bone2,bone2_c1,1,bone2,"[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-3.53493, 29.52802, -20.75663]","[0.00619, 3.22453, 15.04697]",0.01,"[0.65501, 31.74825, -18.40752]","[27.5, 0, 0]","[-3.10822, 25.02493, -17.30694]","[0.00303, 2.83398, 13.23335]",0.01,"[0.57617, 26.9767, -15.2418]","[27.5, 0, 0]","[-3.60057, 30.07465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[0.66714, 32.33618, -18.7484]","[27.5, 0, 0]","[-3.60057, 31.17465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[0.66714, 33.43618, -18.7484]","[27.5, 0, 0]","[-3.27234, 26.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 28.39653, -17.044]","[27.5, 0, 0]","[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-3.91896, 32.72581, -23.00634]","[0.00903, 3.57601, 16.67922]",0.01,"[0.72597, 35.18765, -20.40167]","[27.5, 0, 0]","[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-2.94411, 23.70835, -15.49552]","[0.00183, 2.68377, 12.53581]",0.01,"[0.54584, 25.55688, -13.5396]","[27.5, 0, 0]","[-3.92881, 34.0078, -23.06403]","[0.0091, 3.58503, 16.72108]",0.01,"[0.72779, 36.47584, -20.4528]","[27.5, 0, 0]","[-3.42004, 28.57142, -20.08364]","[0.00533, 3.11938, 14.55869]",0.01,"[0.63378, 30.71937, -17.81098]","[27.5, 0, 0]","[-3.92881, 31.8078, -23.06403]","[0.0091, 3.58503, 16.72108]",0.01,"[0.72779, 34.27584, -20.4528]","[27.5, 0, 0]","[-2.61587, 20.8752, -15.37269]","[-0.0006, 2.38335, 11.14072]",0.01,"[0.48519, 22.51722, -13.6352]","[27.5, 0, 0]","[-2.61587, 21.8752, -15.37269]","[-0.0006, 2.38335, 11.14072]",0.01,"[0.48519, 23.51722, -13.6352]","[27.5, 0, 0]","[-3.10822, 25.97493, -18.25694]","[0.00304, 2.83398, 13.23336]",0.01,"[0.57617, 27.9267, -16.1918]","[27.5, 0, 0]","[-3.43646, 28.70808, -20.17978]","[0.00546, 3.1344, 14.62845]",0.01,"[0.63681, 30.86636, -17.8962]","[27.5, 0, 0]","[-2.20558, 17.19876, -12.29414]","[-0.00363, 2.00784, 9.39686]",0.01,"[0.40938, 18.58266, -10.8297]","[27.5, 0, 0]","[-3.27234, 27.9415, -19.41836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.99653, -17.244]","[27.5, 0, 0]","[-3.27234, 27.3415, -19.21836]","[0.00425, 2.98419, 13.9309]",0.01,"[0.60649, 29.39653, -17.044]","[27.5, 0, 0]","[-3.60057, 29.07465, -21.1412]","[0.00667, 3.28461, 15.32599]",0.01,"[0.66714, 31.33618, -18.7484]","[27.5, 0, 0]"
right_ear,bone,right_ear,,,head,,,,"[-1.84013, 30.70196, -23.9065]",,,,,"[-1.84013, 30.70196, -23.9065]",,,,,"[-1.98734, 33.35812, -25.81902]",,,,,"[-1.74812, 28.21686, -21.76117]",,,,,"[-2.02414, 33.77216, -26.29715]",,,,,"[-2.02414, 34.87216, -26.29715]",,,,,"[-1.84013, 29.70196, -23.9065]",,,,,"[-1.84013, 30.70196, -23.9065]",,,,,"[-2.20263, 37.05025, -28.61608]",,,,,"[-1.84013, 30.70196, -23.9065]",,,,,"[-1.74013, 30.60196, -23.9065]","[0, 0, -5]",,,,"[-1.65612, 26.73176, -19.71585]",,,,,"[-2.20816, 38.04235, -28.6878]",,,,,"[-1.92293, 32.08355, -24.98229]",,,,,"[-2.20816, 35.84235, -28.6878]",,,,,"[-1.4721, 23.56157, -19.1252]",,,,,"[-1.4721, 24.56157, -19.1252]",,,,,"[-1.74812, 29.16686, -22.71117]",,,,,"[-1.93214, 32.23706, -25.10182]",,,,,"[-1.24209, 19.46382, -15.46189]",,,,,"[-1.84013, 31.30196, -24.1065]",,,,,"[-1.84013, 30.70196, -23.9065]",,,,,"[-2.02414, 32.77216, -26.29715]",
right_ear_c1,cube,right_ear,right_ear_c1,1,right_ear,"[-3.02731, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.02731, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.26949, 33.8982, -26.4601]","[2.5643, 3.84647, 1.28216]",0,,,"[-2.87594, 28.51601, -22.32509]","[2.25564, 3.38347, 1.12783]",0,,,"[-3.33004, 34.11854, -26.9501]","[2.61179, 3.9177, 1.3059]",0,,,"[-3.33004, 35.21854, -26.9501]","[2.61179, 3.9177, 1.3059]",0,,,"[-3.02731, 30.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.02731, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.62369, 37.42717, -29.3266]","[2.84211, 4.26317, 1.42104]",0,,,"[-3.02731, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-2.92731, 30.91685, -24.50009]","[2.37436, 1.96155, 1.18718]",0,,,"[-2.72458, 27.01517, -20.25008]","[2.13692, 3.20539, 1.06846]",0,,,"[-3.63277, 38.42022, -29.40011]","[2.84923, 4.27386, 1.42462]",0,,,"[-3.16354, 32.41261, -25.60259]","[2.4812, 3.72182, 1.2406]",0,,,"[-3.63277, 36.22022, -29.40011]","[2.84923, 4.27386, 1.42462]",0,,,"[-2.42185, 23.81348, -19.60007]","[1.89949, 2.84924, 0.94974]",0,,,"[-2.42185, 24.81348, -19.60007]","[1.89949, 2.84924, 0.94974]",0,,,"[-2.87594, 29.46601, -23.27509]","[2.25564, 3.38347, 1.12782]",0,,,"[-3.17868, 32.56769, -25.72509]","[2.49308, 3.73963, 1.24654]",0,,,"[-2.04343, 19.67638, -15.86256]","[1.60269, 2.40404, 0.80135]",0,,,"[-3.02731, 31.61685, -24.70009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.02731, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[-3.33004, 33.11854, -26.9501]","[2.6118, 3.91771, 1.3059]",0,,
left_ear,bone,left_ear,,,head,,,,"[1.84013, 30.70196, -23.9065]",,,,,"[1.84013, 30.70196, -23.9065]",,,,,"[1.98734, 33.35812, -25.81902]",,,,,"[1.74812, 28.21686, -21.76117]",,,,,"[2.02414, 33.77216, -26.29715]",,,,,"[2.02414, 34.87216, -26.29715]",,,,,"[1.84013, 29.70196, -23.9065]",,,,,"[1.84013, 30.70196, -23.9065]",,,,,"[2.20263, 37.05025, -28.61608]",,,,,"[1.84013, 30.70196, -23.9065]",,,,,"[1.74013, 30.60196, -23.9065]","[0, 0, 5]",,,,"[1.65612, 26.73176, -19.71585]",,,,,"[2.20816, 38.04235, -28.6878]",,,,,"[1.92293, 32.08355, -24.98229]",,,,,"[2.20816, 35.84235, -28.6878]",,,,,"[1.4721, 23.56157, -19.1252]",,,,,"[1.4721, 24.56157, -19.1252]",,,,,"[1.74812, 29.16686, -22.71117]",,,,,"[1.93214, 32.23706, -25.10182]",,,,,"[1.24209, 19.46382, -15.46189]",,,,,"[1.84013, 31.30196, -24.1065]",,,,,"[1.84013, 30.70196, -23.9065]",,,,,"[2.02414, 32.77216, -26.29715]",
left_ear_c1,cube,left_ear,left_ear_c1,1,left_ear,"[0.65295, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.65295, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.70519, 33.8982, -26.4601]","[2.5643, 3.84647, 1.28216]",0,,,"[0.6203, 28.51601, -22.32509]","[2.25564, 3.38347, 1.12783]",0,,,"[0.71825, 34.11854, -26.9501]","[2.61179, 3.9177, 1.3059]",0,,,"[0.71825, 35.21854, -26.9501]","[2.61179, 3.9177, 1.3059]",0,,,"[0.65295, 30.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.65295, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.78158, 37.42717, -29.3266]","[2.84211, 4.26317, 1.42104]",0,,,"[0.65295, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.55295, 30.91685, -24.50009]","[2.37436, 1.96155, 1.18718]",0,,,"[0.58766, 27.01517, -20.25008]","[2.13692, 3.20539, 1.06846]",0,,,"[0.78354, 38.42022, -29.40011]","[2.84923, 4.27386, 1.42462]",0,,,"[0.68234, 32.41261, -25.60259]","[2.4812, 3.72182, 1.2406]",0,,,"[0.78354, 36.22022, -29.40011]","[2.84923, 4.27386, 1.42462]",0,,,"[0.52236, 23.81348, -19.60007]","[1.89949, 2.84924, 0.94974]",0,,,"[0.52236, 24.81348, -19.60007]","[1.89949, 2.84924, 0.94974]",0,,,"[0.6203, 29.46601, -23.27509]","[2.25564, 3.38347, 1.12782]",0,,,"[0.6856, 32.56769, -25.72509]","[2.49308, 3.73963, 1.24654]",0,,,"[0.44074, 19.67638, -15.86256]","[1.60269, 2.40404, 0.80135]",0,,,"[0.65295, 31.61685, -24.70009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.65295, 31.01685, -24.50009]","[2.37436, 3.56155, 1.18718]",0,,,"[0.71825, 33.11854, -26.9501]","[2.6118, 3.91771, 1.3059]",0,,
mouth,bone,mouth,,,head,,,,"[0, 28.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 28.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 30.74563, -33.73608]","[5, 0, 0]",,,,"[0, 26.09477, -28.34525]","[-5, 0, 0]",,,,"[0, 31.315, -33.92082]","[-5, 0, 0]",,,,"[0, 32.415, -33.92082]","[-2.5, 0, 0]",,,,"[0, 27.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 28.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 34.07641, -37.38702]","[-2.5, 0, 0]",,,,"[0, 28.49318, -30.93711]","[-2.5, 0, 0]",,,,"[0, 28.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 24.72136, -25.9534]","[-5, 0, 0]",,,,"[0, 35.36182, -37.50453]",,,,,"[0, 29.74925, -32.22478]","[-7.5, 0, 0]",,,,"[0, 33.16182, -37.40453]",,,,,"[0, 21.77454, -24.66969]","[-7.5, 0, 0]",,,,"[0, 22.77454, -24.66969]","[-5, 0, 0]",,,,"[0, 27.04477, -29.29525]","[-5, 0, 0]",,,,"[0, 29.89159, -32.37897]","[-5, 0, 0]",,,,"[0, 17.95602, -20.14005]","[-5, 0, 0]",,,,"[0, 29.06818, -31.03711]","[-5, 0, 0]",,,,"[0, 28.46818, -30.83711]","[-5, 0, 0]",,,,"[0, 30.315, -33.92082]","[-5, 0, 0]"
